country,province,region_1,variety,price,year,taster_name,is_red,is_white,is_rose,is_sparkling,is_dry,is_sweet,is_blend
1.0,15.0,35.0,30.0,75.0,2011.0,10.0,1,0,0,0,0,0,0
1.0,9.0,74.0,6.0,44.0,2010.0,9.0,1,0,0,0,0,0,0
8.0,14.0,20.0,18.0,36.0,2011.0,6.0,0,0,0,0,0,0,1
7.0,40.0,314.0,68.0,25.0,2010.0,0.0,0,0,0,0,0,1,0
1.0,1.0,1.0,28.0,15.0,2009.0,10.0,0,0,0,0,0,0,0
7.0,10.0,699.0,26.0,13.0,2008.0,0.0,0,1,0,0,0,0,0
11.0,29.0,501.0,8.0,66.0,2004.0,5.0,0,0,0,0,0,0,0
7.0,10.0,16.0,9.0,25.0,2010.0,8.0,1,0,0,0,0,0,1
1.0,9.0,182.0,17.0,24.0,2006.0,0.0,0,0,0,0,0,0,0
5.0,37.0,70.0,24.0,32.0,2014.0,15.0,0,0,0,0,1,0,0
5.0,8.0,113.0,8.0,62.0,2010.0,3.0,0,0,0,0,0,0,0
1.0,9.0,67.0,30.0,35.0,2007.0,0.0,0,0,0,0,1,0,0
7.0,10.0,195.0,9.0,19.0,2012.0,8.0,1,1,0,0,0,0,1
1.0,25.0,40.0,24.0,20.0,2012.0,12.0,0,0,0,0,0,1,0
1.0,9.0,19.0,11.0,25.0,2013.0,9.0,0,0,1,0,0,0,0
5.0,8.0,284.0,8.0,18.0,2014.0,3.0,0,0,0,0,0,0,0
5.0,37.0,70.0,24.0,34.0,2014.0,15.0,0,0,0,0,1,0,0
8.0,14.0,20.0,18.0,15.0,2011.0,6.0,0,0,0,0,0,0,1
14.0,54.0,54.0,24.0,64.0,2014.0,15.0,0,0,0,0,0,0,0
5.0,8.0,113.0,8.0,144.0,2012.0,3.0,0,0,0,0,0,0,0
1.0,9.0,54.0,30.0,65.0,2013.0,11.0,1,0,0,0,0,0,0
11.0,29.0,202.0,34.0,15.0,2010.0,5.0,0,0,0,0,0,0,0
11.0,29.0,413.0,34.0,33.0,2013.0,5.0,0,0,0,0,0,0,0
6.0,7.0,3.0,26.0,13.0,2008.0,6.0,0,1,0,0,0,1,0
7.0,40.0,374.0,113.0,20.0,2014.0,8.0,0,0,0,0,0,0,0
1.0,9.0,49.0,50.0,32.0,2012.0,0.0,0,0,0,0,0,0,0
3.0,49.0,54.0,51.0,26.0,2012.0,3.0,1,0,0,0,1,0,0
1.0,9.0,130.0,30.0,42.0,2012.0,11.0,0,0,0,0,1,0,0
5.0,11.0,152.0,12.0,60.0,2015.0,3.0,1,0,0,0,0,0,1
8.0,19.0,388.0,30.0,18.0,2007.0,6.0,0,0,0,0,0,0,0
14.0,43.0,54.0,26.0,13.0,2015.0,15.0,0,0,0,0,0,0,0
1.0,9.0,54.0,71.0,35.0,2009.0,0.0,0,0,0,0,0,0,0
10.0,56.0,54.0,9.0,40.0,2011.0,6.0,0,0,0,0,0,0,1
1.0,15.0,114.0,63.0,30.0,2013.0,10.0,0,0,0,0,0,0,0
8.0,19.0,22.0,9.0,60.0,2009.0,6.0,1,0,0,0,0,0,1
6.0,27.0,546.0,30.0,19.0,2010.0,6.0,0,0,0,0,0,0,0
5.0,6.0,285.0,11.0,48.0,2016.0,3.0,0,1,1,0,0,0,0
1.0,25.0,40.0,30.0,25.0,2014.0,12.0,1,0,0,0,0,0,0
1.0,12.0,307.0,12.0,35.0,2010.0,0.0,1,0,0,0,1,0,1
8.0,19.0,345.0,11.0,8.0,2013.0,6.0,1,0,0,0,0,0,0
7.0,17.0,43.0,32.0,13.0,2011.0,0.0,0,0,0,0,0,0,0
10.0,26.0,54.0,25.0,20.0,2012.0,6.0,0,0,0,0,0,0,0
1.0,9.0,74.0,6.0,35.0,2007.0,0.0,0,0,0,0,0,0,0
8.0,14.0,20.0,18.0,30.0,2011.0,6.0,0,1,0,0,0,0,1
3.0,3.0,54.0,3.0,21.0,2008.0,3.0,1,0,0,0,1,1,0
1.0,9.0,19.0,17.0,60.0,2012.0,9.0,1,0,0,0,0,0,0
7.0,22.0,253.0,27.0,45.0,2012.0,8.0,1,0,1,0,0,0,0
7.0,40.0,263.0,162.0,28.0,2014.0,8.0,0,1,0,0,0,0,0
7.0,10.0,16.0,1.0,25.0,2007.0,0.0,0,0,0,0,0,0,0
1.0,9.0,248.0,36.0,13.0,2007.0,0.0,0,0,0,0,0,1,1
7.0,17.0,43.0,1.0,17.0,2007.0,0.0,0,0,0,0,0,0,0
1.0,25.0,30.0,18.0,30.0,2011.0,12.0,0,0,0,1,0,0,1
5.0,58.0,183.0,22.0,75.0,1999.0,3.0,0,1,0,0,0,0,1
1.0,9.0,7.0,8.0,13.0,2007.0,0.0,0,0,0,0,0,0,0
1.0,9.0,54.0,26.0,20.0,2006.0,0.0,0,0,0,0,1,1,0
1.0,9.0,54.0,30.0,135.0,2005.0,0.0,1,0,0,0,0,0,0
8.0,19.0,79.0,53.0,15.0,2007.0,6.0,0,0,0,0,0,0,0
2.0,159.0,54.0,6.0,24.0,2006.0,2.0,1,0,0,0,0,0,0
1.0,9.0,196.0,30.0,95.0,2013.0,11.0,1,0,0,0,0,0,0
3.0,3.0,54.0,3.0,12.0,2012.0,3.0,1,0,0,0,0,0,0
7.0,31.0,83.0,37.0,20.0,2011.0,0.0,0,0,0,0,0,1,0
5.0,32.0,210.0,49.0,30.0,2010.0,3.0,0,0,0,0,0,0,0
14.0,50.0,54.0,60.0,20.0,2016.0,15.0,0,0,0,0,0,0,0
5.0,32.0,372.0,49.0,120.0,2011.0,3.0,0,0,0,0,0,0,0
5.0,41.0,121.0,25.0,20.0,2011.0,3.0,1,0,0,0,1,0,0
6.0,7.0,3.0,25.0,28.0,2011.0,6.0,1,0,0,0,0,0,0
14.0,57.0,54.0,60.0,18.0,2015.0,15.0,0,0,0,0,0,0,0
10.0,21.0,54.0,62.0,35.0,2012.0,6.0,0,0,0,0,0,0,0
5.0,11.0,106.0,12.0,20.0,2014.0,3.0,1,0,0,0,0,0,1
6.0,7.0,54.0,6.0,13.0,2010.0,6.0,1,0,0,0,0,0,0
1.0,1.0,134.0,1.0,60.0,2014.0,1.0,1,0,0,0,0,0,0
3.0,106.0,54.0,254.0,7.0,2001.0,5.0,0,0,0,0,0,0,0
7.0,40.0,263.0,166.0,12.0,2015.0,8.0,0,1,0,0,0,0,0
7.0,16.0,126.0,75.0,13.0,2013.0,8.0,0,1,0,0,0,0,0
5.0,8.0,11.0,6.0,22.0,2010.0,3.0,1,0,0,0,0,0,0
5.0,11.0,106.0,12.0,10.0,2008.0,3.0,1,0,0,0,0,0,1
3.0,3.0,54.0,3.0,20.0,2008.0,3.0,1,0,0,0,0,0,0
1.0,9.0,104.0,58.0,75.0,2014.0,9.0,1,0,0,0,0,1,0
2.0,151.0,54.0,1.0,15.0,2005.0,4.0,1,0,0,0,0,0,0
8.0,19.0,127.0,69.0,15.0,2012.0,6.0,1,0,0,0,0,0,0
1.0,1.0,1.0,12.0,60.0,2008.0,10.0,0,0,0,0,0,0,1
11.0,29.0,185.0,30.0,100.0,2003.0,5.0,0,0,0,0,0,0,0
1.0,9.0,54.0,30.0,38.0,2012.0,11.0,1,0,0,0,0,0,0
1.0,9.0,276.0,30.0,28.0,2007.0,11.0,0,0,0,0,0,0,0
7.0,22.0,498.0,27.0,20.0,2012.0,8.0,1,0,1,0,0,0,0
5.0,11.0,106.0,12.0,7.0,2013.0,3.0,0,0,0,0,1,0,1
3.0,33.0,54.0,61.0,10.0,2016.0,3.0,0,0,0,0,0,0,0
1.0,9.0,52.0,48.0,16.0,2009.0,0.0,0,1,0,0,1,0,0
1.0,9.0,31.0,6.0,60.0,2012.0,11.0,0,0,0,0,0,0,0
8.0,19.0,79.0,45.0,8.0,2015.0,6.0,0,1,0,0,0,0,0
1.0,9.0,182.0,17.0,20.0,2011.0,7.0,1,0,0,0,0,0,0
1.0,9.0,49.0,6.0,70.0,2012.0,11.0,1,0,0,0,1,0,0
7.0,17.0,43.0,1.0,21.0,2009.0,0.0,0,0,0,0,0,0,0
5.0,37.0,70.0,41.0,26.0,2014.0,15.0,0,0,0,0,0,1,0
5.0,41.0,435.0,11.0,25.0,2014.0,3.0,1,0,0,0,0,0,0
7.0,10.0,195.0,9.0,22.0,2010.0,8.0,0,0,0,0,0,0,1
7.0,10.0,6.0,10.0,58.0,2011.0,8.0,0,0,0,0,0,0,0
11.0,96.0,237.0,8.0,10.0,2001.0,0.0,0,0,0,0,0,0,0
5.0,8.0,69.0,8.0,35.0,2006.0,3.0,0,0,0,0,0,0,0
4.0,137.0,54.0,1.0,16.0,2010.0,5.0,0,1,0,0,0,0,0
5.0,13.0,200.0,13.0,29.0,2006.0,3.0,0,0,0,0,0,1,0
7.0,22.0,175.0,27.0,20.0,2010.0,8.0,1,0,1,0,1,0,0
9.0,20.0,54.0,6.0,37.0,2012.0,12.0,1,0,0,0,0,0,0
7.0,22.0,41.0,27.0,65.0,2012.0,8.0,1,0,0,0,0,0,0
7.0,22.0,25.0,23.0,15.0,2007.0,0.0,0,0,0,0,0,0,0
5.0,8.0,442.0,6.0,25.0,2005.0,3.0,1,0,0,0,0,0,0
1.0,9.0,230.0,52.0,26.0,2005.0,0.0,1,0,0,0,0,0,0
10.0,113.0,54.0,1.0,14.0,2013.0,6.0,0,0,0,0,0,0,0
1.0,15.0,13.0,48.0,16.0,2009.0,10.0,0,0,0,0,0,0,0
1.0,15.0,42.0,6.0,25.0,1998.0,6.0,0,0,0,0,0,0,0
7.0,10.0,16.0,144.0,35.0,2012.0,8.0,1,0,0,0,0,0,0
8.0,46.0,90.0,50.0,25.0,2006.0,6.0,0,0,0,0,0,0,0
1.0,15.0,42.0,6.0,52.0,2009.0,10.0,0,0,0,0,0,0,0
5.0,11.0,295.0,12.0,19.0,2015.0,3.0,0,0,0,0,0,0,1
8.0,19.0,388.0,138.0,10.0,2010.0,6.0,1,0,0,0,0,1,1
1.0,9.0,49.0,6.0,19.0,2013.0,11.0,0,0,0,0,0,0,0
8.0,19.0,194.0,53.0,36.0,2011.0,6.0,0,0,0,0,0,0,0
8.0,19.0,201.0,73.0,16.0,2009.0,6.0,1,0,0,0,1,0,1
5.0,28.0,44.0,33.0,65.0,2008.0,3.0,0,0,0,0,0,0,1
1.0,15.0,46.0,48.0,48.0,2014.0,10.0,0,0,0,0,0,0,0
14.0,67.0,54.0,151.0,17.0,2015.0,15.0,1,0,0,0,1,0,0
1.0,25.0,30.0,6.0,30.0,2013.0,12.0,0,0,0,0,0,0,0
3.0,3.0,54.0,11.0,13.0,2016.0,3.0,0,0,0,0,0,0,0
5.0,32.0,193.0,6.0,19.0,2014.0,3.0,0,0,0,0,0,0,0
6.0,27.0,203.0,110.0,20.0,2011.0,6.0,0,0,0,0,0,1,0
1.0,9.0,37.0,116.0,40.0,2006.0,0.0,0,1,0,0,0,1,1
8.0,19.0,388.0,153.0,12.0,2015.0,6.0,0,1,0,0,0,0,0
1.0,9.0,54.0,12.0,135.0,2012.0,11.0,1,0,0,0,0,0,1
1.0,9.0,271.0,30.0,125.0,2012.0,11.0,0,0,0,0,0,0,0
7.0,40.0,260.0,8.0,24.0,2011.0,0.0,0,1,0,0,0,0,0
5.0,18.0,18.0,11.0,21.0,2016.0,5.0,1,0,1,0,0,0,0
1.0,9.0,187.0,71.0,12.0,2014.0,7.0,0,0,0,0,0,0,0
1.0,9.0,19.0,17.0,20.0,2012.0,9.0,0,0,0,0,0,0,0
1.0,9.0,54.0,28.0,17.0,1999.0,0.0,0,0,0,0,0,0,0
5.0,37.0,70.0,96.0,18.0,2012.0,3.0,0,1,0,0,0,0,0
3.0,4.0,54.0,3.0,10.0,2016.0,3.0,1,0,0,0,0,0,0
7.0,22.0,41.0,27.0,25.0,2011.0,8.0,0,0,1,0,0,0,0
5.0,32.0,190.0,11.0,28.0,2012.0,3.0,1,0,0,0,1,0,0
7.0,40.0,314.0,165.0,40.0,2012.0,8.0,0,0,1,0,1,0,0
5.0,8.0,112.0,6.0,25.0,2010.0,3.0,0,0,0,0,0,0,0
1.0,9.0,187.0,85.0,16.0,2011.0,11.0,0,0,0,0,0,0,0
1.0,9.0,77.0,8.0,48.0,2014.0,9.0,0,0,0,0,0,0,0
7.0,10.0,321.0,95.0,20.0,2009.0,0.0,0,0,0,0,0,0,0
5.0,28.0,44.0,8.0,50.0,2011.0,3.0,0,1,0,0,0,0,0
9.0,65.0,54.0,6.0,42.0,2011.0,12.0,1,0,0,0,0,0,0
7.0,10.0,6.0,10.0,140.0,2010.0,8.0,1,0,0,0,0,0,0
9.0,69.0,54.0,24.0,57.0,2010.0,12.0,0,0,0,0,1,0,0
1.0,83.0,199.0,43.0,23.0,2005.0,2.0,1,0,0,0,0,0,0
1.0,9.0,7.0,6.0,38.0,2013.0,9.0,1,0,0,0,0,0,0
1.0,9.0,49.0,6.0,55.0,2006.0,0.0,0,0,0,0,0,0,0
1.0,1.0,1.0,9.0,12.0,2013.0,1.0,0,0,0,0,0,0,1
1.0,9.0,173.0,22.0,24.0,2009.0,0.0,0,1,0,0,0,0,1
1.0,9.0,37.0,12.0,56.0,2011.0,0.0,0,0,0,0,0,0,1
1.0,9.0,52.0,26.0,18.0,2009.0,0.0,0,1,0,0,1,0,0
7.0,17.0,68.0,175.0,80.0,2012.0,8.0,0,0,0,0,0,0,0
4.0,38.0,54.0,48.0,21.0,2014.0,5.0,0,0,0,0,0,0,0
20.0,102.0,246.0,12.0,70.0,2011.0,10.0,0,0,0,0,0,0,1
1.0,15.0,46.0,6.0,65.0,2014.0,10.0,0,0,0,0,0,0,0
7.0,40.0,314.0,139.0,40.0,2011.0,8.0,0,0,0,0,0,0,0
6.0,7.0,342.0,25.0,20.0,2007.0,6.0,0,0,0,0,0,0,0
5.0,11.0,106.0,12.0,26.0,2007.0,3.0,1,0,0,0,0,0,1
1.0,60.0,54.0,1.0,35.0,2011.0,11.0,0,0,0,0,0,0,0
1.0,9.0,29.0,6.0,10.0,2012.0,9.0,1,0,0,0,0,0,0
14.0,68.0,54.0,87.0,45.0,2012.0,15.0,0,0,0,0,0,0,0
7.0,40.0,314.0,26.0,44.0,2009.0,0.0,0,1,0,0,0,0,0
1.0,1.0,85.0,1.0,40.0,2013.0,1.0,0,0,0,0,0,0,0
10.0,77.0,54.0,25.0,8.0,2014.0,6.0,1,0,0,0,0,0,0
8.0,19.0,679.0,178.0,69.0,2007.0,6.0,1,0,0,0,0,0,0
5.0,8.0,136.0,8.0,25.0,2011.0,3.0,0,0,0,0,0,0,0
5.0,11.0,97.0,12.0,40.0,2014.0,3.0,0,0,0,0,0,0,1
7.0,22.0,41.0,27.0,40.0,2011.0,8.0,1,1,0,0,0,0,0
1.0,15.0,46.0,6.0,90.0,2013.0,10.0,0,0,0,0,0,0,0
1.0,25.0,30.0,18.0,45.0,2015.0,12.0,1,0,1,1,0,0,1
1.0,9.0,49.0,6.0,20.0,2015.0,11.0,0,0,0,0,1,0,0
7.0,10.0,6.0,54.0,45.0,2005.0,0.0,1,0,0,0,1,0,0
1.0,9.0,49.0,8.0,18.0,2013.0,11.0,0,1,0,0,0,0,0
1.0,94.0,598.0,12.0,50.0,2008.0,0.0,1,0,0,0,0,0,1
7.0,10.0,6.0,10.0,25.0,1997.0,3.0,1,0,0,0,0,0,0
8.0,19.0,194.0,169.0,450.0,2010.0,6.0,1,0,0,0,0,0,0
7.0,16.0,71.0,14.0,30.0,2013.0,8.0,0,1,0,0,0,0,0
8.0,19.0,194.0,73.0,23.0,2014.0,6.0,0,0,0,0,0,0,1
5.0,32.0,299.0,65.0,12.0,2015.0,3.0,0,1,0,0,0,0,0
1.0,9.0,54.0,12.0,275.0,2005.0,0.0,1,0,0,0,0,0,1
1.0,1.0,55.0,30.0,28.0,2013.0,1.0,1,0,0,0,0,0,0
1.0,9.0,104.0,8.0,30.0,2014.0,9.0,0,0,0,0,0,0,0
9.0,59.0,54.0,24.0,18.0,2013.0,12.0,0,0,0,0,1,0,0
5.0,11.0,368.0,12.0,18.0,2014.0,3.0,1,0,0,0,0,0,1
1.0,12.0,9.0,38.0,30.0,2013.0,16.0,0,1,0,0,0,0,0
1.0,161.0,456.0,36.0,13.0,2011.0,0.0,0,1,0,0,0,0,1
10.0,77.0,54.0,8.0,7.0,2001.0,6.0,0,0,0,0,0,0,0
8.0,46.0,171.0,36.0,15.0,2010.0,6.0,0,0,0,0,0,0,1
1.0,1.0,1.0,9.0,18.0,2005.0,10.0,0,0,0,0,0,0,1
1.0,9.0,54.0,1.0,29.0,2005.0,0.0,0,0,0,0,0,0,0
1.0,25.0,40.0,24.0,15.0,2015.0,12.0,0,1,0,0,0,0,0
1.0,9.0,19.0,53.0,50.0,2012.0,9.0,0,0,0,0,0,0,0
1.0,25.0,40.0,6.0,15.0,2010.0,12.0,1,0,0,0,0,0,0
1.0,1.0,1.0,28.0,25.0,2011.0,1.0,0,0,0,0,0,0,0
1.0,9.0,163.0,64.0,12.0,2009.0,0.0,0,0,0,0,1,0,0
6.0,27.0,240.0,25.0,25.0,2011.0,6.0,1,0,0,0,0,0,0
1.0,9.0,54.0,26.0,22.0,2016.0,11.0,0,0,0,0,0,0,0
7.0,10.0,66.0,10.0,35.0,2012.0,8.0,1,0,0,0,0,0,0
3.0,106.0,54.0,36.0,6.0,2011.0,5.0,0,0,0,0,0,0,1
6.0,7.0,234.0,12.0,20.0,2012.0,6.0,1,0,0,0,0,0,1
1.0,15.0,188.0,64.0,27.0,2010.0,10.0,0,0,0,0,1,0,0
17.0,215.0,54.0,293.0,30.0,2007.0,14.0,0,0,0,0,0,0,1
3.0,33.0,54.0,61.0,23.0,2015.0,3.0,0,0,0,0,0,0,0
6.0,7.0,95.0,8.0,50.0,2012.0,6.0,0,0,0,0,0,0,0
4.0,38.0,54.0,18.0,35.0,2009.0,5.0,0,0,0,0,1,0,1
1.0,9.0,140.0,8.0,16.0,2011.0,11.0,0,0,0,0,0,0,0
7.0,17.0,17.0,9.0,26.0,2012.0,8.0,1,0,0,0,0,0,1
8.0,19.0,194.0,53.0,95.0,2007.0,6.0,0,0,0,0,0,0,0
5.0,32.0,190.0,26.0,25.0,2013.0,3.0,0,0,0,0,0,0,0
7.0,40.0,502.0,8.0,12.0,2007.0,0.0,0,0,0,0,0,0,0
1.0,1.0,57.0,30.0,75.0,2009.0,10.0,1,0,0,0,0,0,0
5.0,11.0,397.0,88.0,17.0,2016.0,3.0,0,0,0,0,1,0,1
1.0,9.0,54.0,28.0,24.0,2004.0,0.0,0,0,0,0,0,0,0
7.0,98.0,376.0,172.0,25.0,2013.0,8.0,0,1,0,0,0,0,0
7.0,40.0,102.0,31.0,35.0,2008.0,0.0,0,1,1,0,0,0,0
1.0,9.0,104.0,8.0,25.0,2006.0,0.0,0,0,0,0,0,0,0
5.0,41.0,166.0,86.0,25.0,2010.0,3.0,0,0,0,0,0,0,0
1.0,9.0,54.0,30.0,76.0,2008.0,0.0,0,0,0,0,0,1,0
10.0,47.0,54.0,26.0,8.0,2009.0,6.0,0,0,0,0,0,0,0
